Headline,Article,Date
Armenia says did not receive Georgia's notification on pullout from CIS,"...YEREVAN, August 12 (Itar-Tass) - Armenia did nit get any
 official notifications from Georgia on that country's withdrawal
 from the CIS, Foreign Ministry press spokesman Tigran Balayan said
 as he answered a question from Itar-Tass on Armenia's reaction to
 the decision of Georgian President Mikhail Saakashvili. ... This was the first official response to the event. President
 Serzh Sarkissian making a visit to Beijing in connection with the
 Summer Olympic Games underway there, while Foreign Minister Edvard
 Nalbandian will interrupt his vacation and return to Yerevan later
 Tuesday....","Aug. 12, 2008"
Azerbaijan refuses to comment on Georgia's decision to quit CIS,"...BAKU, August 12 (Itar-Tass) - Azerbaijani Foreign Ministry has
 refused to comment on Georgia's decision to quit the CIS. ... ""This is Georgia's decision,"" Hazar Ibrahim, the ministry's
 official spokesman said in this connection....","Aug. 12, 2008"
BP Azerbaijan suspends operation of Baku - Supsa pipeline,"...BAKU, August 12 (Itar-Tass) - BP Azerbaijan stopped pumping oil
 through the Baku-Supsa pipeline for safety reasons, a spokeswoman
 said on Tuesday. ... ""For reasons of precaution, in connection with events in
 Georgia, oil exports through the Baku-Supsa pipeline have been
 suspended,"" BP Azerbaijan spokeswoman Tamam Bayatly told
 itar-Tass. ... Oil is now exported from the Azeri-Chirag-Gyuneshli site on the
 Caspian shelf by railroad to Batumi and the Baku-Novorossisisk
 pipeline. ... The Baku-Supsa pipeline with a throughput capacity at 5....","Aug. 12, 2008"
Black Sea Fleet instrument of peace and stability,"...MOSCOW, August 12 (Itar-Tass) - The actions of the Black Sea
 Fleet near the Abkhazian coast showed again that it is an important
 geopolitical instrument of ensuring security, peace and stability
 in southern marine directions, says the statement of the
 Submariners Union of the Russian Navy public organization, signed
 by the Union's president, Admiral of the Fleet Vladimir
 Chernavin. ... ""The Russian Navy has fulfilled with honours the task set,
 maintaining the security regime near the Abkhazian coast during the
 Georgian-Ossetian conflict,"" the statement says....","Aug. 12, 2008"
CIS states comndrs to meet in Dushanbe on air defence issues,"...MOSCOW, August 12 (Itar-Tass) - Commanders of the Air Force and
 air defence troops of the Commonwealth of Independent States (CIS)
 will hold a session in Dushanbe to discuss the results of the work
 of the Coordination Committee on air defence issues under the CIS
 Council of Defence Ministers. The meeting will start on Tuesday and
 will last two days, head of the information and public relations
 service of the Russian Air Force Lieutenant-Colonel Vladimir Drik
 told Itar-Tass. ... ""The meeting will be held in accordance with the plan of joint
 actions of the united air defence system of CIS member states for
 2008 under the chairmanship of Russian Air Force Commander-in-Chief
 Colonel-General Alexander Zelin,"" Drik said....","Aug. 12, 2008"
Call to set up int'l tribunal re Georgia aggression made,"...MOSCOW, August 12 (Itar-Tass) - The World Congress of Russian
 Jewry (WCRJ) declares for the setting up of an international
 tribunal to reveal facts of Georgia's aggression against South
 Ossetia, President of the WCRJ Boris Shpigel told Itar-Tass on
 Tuesday. ... He said the Congress had adopted a special statement to this
 effect. The statement says the Jewish people that suffered from
 genocide cannot remain indifferent when armed men kill women,
 children and the aged. The evil must not go unpunished....","Aug. 12, 2008"
Dollar average exchange rate against rouble in Tomorrow deals goes down,"...MOSCOW, August 12 (Itar-Tass) - The U.S. dollar's average
 exchange rate against the Russian rouble in Tomorrow deals stood at
 24.2710 roubles for one U.S. dollar in Monday's unified trading
 session at the Moscow Interbank Currency Exchange (MICEX). ... The index decreased by 14.78 kopecks against Monday, August
 11. ... The MICEX press service said on Tuesday that 1,879 deals worth
 3,589.817 million U.S. dollars had been concluded during the
 session....","Aug. 12, 2008"
Dollar's average exchange rate against rouble in Today deals goes down,"...MOSCOW, August 12 (Itar-Tass) - The U.S. dollar's average
 exchange rate against the Russian rouble in Today deals stood at
 24.3087 roubles for one U.S. dollar in Tuesday's unified trading
 session at the Moscow Interbank Currency Exchange (MICEX). ... The index decreased by 13.64 kopecks against Monday, August
 11. ... The MICEX press service said on Tuesday that 1,063 deals worth
 1,370.526 million U.S. dollars had been concluded during the
 session....","Aug. 12, 2008"
Draft resolution on Georgia to be distributed in UN SC shortly,"...UNITED NATIONS, August 12 (Itar-Tass) - A draft resolution on
 Georgia will be shortly distributed among the members of the U.N.
 Security Council, a representative of the French delegation said
 after a session of the Security Council late on Monday. ... The document ""will contain elements of proposals made by French
 President Nicolas Sarkozy on the settlement of the situation in
 Georgia,"" he said....","Aug. 12, 2008"
Euro average exchange rate against rouble in Tomorrow deals goes down,"...MOSCOW, August 12 (Itar-Tass) - The average exchange rate of the
 euro against the Russian rouble in Tomorrow deals stood at 36.1564
 roubles per one euro in Tuesday's unified trading session at the
 Moscow Interbank Currency Exchange (MICEX). ... The index decreased by 40.41 kopecks against Monday, August
 11. ... The MICEX press service said on Tuesday that 441 deals worth
 236.880 million euros had been concluded during the session....","Aug. 12, 2008"
Euro's mean weighted rate to rouble for "today" goes down,"...MOSCOW, August 12 (Itar-Tass) - The euro's mean weighted rate
 amounted to 36.1982 roubles for one euro for ""today"" delivery
 during Tuesday's unified trading at the Moscow Interbank Currency
 Exchange (MICEX). ... In comparison with Monday, euro's mean weighted rate to rouble
 for ""today"" went down by 50.89 kopecks. ... The volume of trades was equal to 73.549 million euros and 232
 deals were concluded....","Aug. 12, 2008"
French FM to have conf with EU colleagues on SOssetia Aug 13,"...MOSCOW, August 12 (Itar-Tass) - French Foreign Minister Bernard
 Kouchner will have a conference with counterpart ministers from
 European Union countries Wednesday, August 13 to inform them on the
 situation in South Ossetia. ... French President Nicolas Sarkozy said it Tuesday upon the end of
 talks with Russian President Dmitry Medvedev. ... He also said Kouchner and he were going to the Georgian capital
 Tbilisi Tuesday night for more discussions with the Georgian
 side. ... Wednesday, Kouchner will bring together all the foreign
 ministers of the EU to tell them on the results of a mission they
 have held in Georgia and Russia over the past two days....","Aug. 12, 2008"
French leader goes to Moscow with initiatives on SOssetia,"...PARIS, August 12 (Itar-Tass) - Nicolas Sarkozy, the president of
 France which currently holds the rotating chairmanship of the
 European Union, goes on Tuesday to Moscow to discuss initiatives on
 the settlement of the Georgian-South Ossetian conflict. ... It was officially announced that the plan of the French leader
 includes three fundamental elements. These are ""an immediate
 termination of hostilities, a full observance of the sovereignty
 and territorial integrity of Georgia, a return with the help of the
 international community to the situation, which existed before the
 conflict, including the pullback of Russian and Georgian
 troops""....","Aug. 12, 2008"
French president arrives in Tbilisi to meet with Georgia president,"...TBILISI, August 12 (Itar-Tass) - French President Nicolas
 Sarkozy arrived here on Tuesday from Moscow. He will have a meeting
 with Mikhail Saakashvili to discuss ""the questions of ceasefire and
 of ending military confrontation between Georgia and the
 Russia."" ... Foreign Minister Bernard Kouchner accompanies the French head of
 state on the visit....","Aug. 12, 2008"
"French president to visit Moscow, then Tbilisi","...PARIS, August 12 (Itar-Tass) - The Elysee Palace has confirmed
 in a statement that French President Nicolas Sarkozy will on
 Tuesday visit Moscow and Tbilisi to seek that the parties in the
 conflict agree to cease hostilities. ... ""President Sarkozy will visit on Tuesday Russia, where he will
 have negotiations with President Dmitry Medvedev. Then Nicolas
 Sarkozy will head for Georgia, where he will have talks with
 President Mikhail Saakashvili,"" the statement said. ... It noted that on Monday the French leader had two long telephone
 conversations with Dmitry Medvedev....","Aug. 12, 2008"
General warns Georgia not to provoke Russian troops,"...MOSCOW, August 12 (Itar-Tass) -The ending of the operation to
 force Tbilisi to peace does not imply that the Russian military is
 stopping its reconnoitering or defense, deputy chief of the Russian
 General Staff, Col-Gen Anatoly Nogovitsyn told a news conference on
 Tuesday. He warned Tbilisi not to provoke Russian troops. ... ""The operation to compel Georgia to peace has ended. However, if
 we've been given an order it does not mean we're stopping all
 actions. For example, we'll be reconnoitering and watching the
 Georgian side's reaction....","Aug. 12, 2008"
Georgia FM invited to NATO Council,"...BRUSSELS, August 12 (Itar-Tass) - The NATO Council is scheduled
 to meet in Brussels on Tuesday, bringing together the ambassadors
 of all of its 26 member countries, Georgian Foreign Minister Eka
 Tkeshelashvili and Georgia Deputy Interior Minister Eka
 Zguladze. ... A session of the Russia-NATO Council on South Ossetia will also
 take place in Brussels on the same day. ... The ambassadors of 26 NATO member countries and NATO Secretary
 General Jaap de Hoop Scheffer will break their holidays for an
 emergency session of the NATO Council....","Aug. 12, 2008"
Georgia is quitting CIS - Saakashvili,"...TBILISI, August 12 (Itar-Tass) - Georgia is quitting the
 Commonwealth of Independent States, Georgian President Mikhail
 Saakashvili stated here on Tuesday. ... After consultations with the speaker of parliament, ""we decided
 on Georgia's withdrawing from the CIS,"" Saakashvili said. ... Addressing a several thousand-strong rally in Tbilisi, he said
 ""we're bidding a final farewell to the Soviet Union. The USSR will
 never return here. We're urging Ukraine and other CIS member-states
 to follow suit and quit the association which Russian runs without
 heeding other countries....","Aug. 12, 2008"
Georgia military fire at Rus peacekeeper positions periodically,"...MOSCOW, August 12 (Itar-Tass) - Georgian military continue
 firing at Russian peacekeepers' positions from time to time, a
 representative of the peacekeepers' forces told Itar-Tass. ... ""Scattered groups of Georgian military open fire periodically on
 the positions of Russian peacekeepers and military units attached
 to them,"" he said....","Aug. 12, 2008"
Georgia operation in S Ossetia was codenamed Clear Field - official,"...MOSCOW, August 12 (Itar-Tass) - The Georgian military operation
 in South Ossetia was codenamed ""Clear Field,"" Deputy Chief of the
 General Staff of the Russian Armed Forces Colonel-General Anatoly
 Nogovitsyn said at a press conference on Tuesday. ... ""I will tell you a little secret,"" he told journalists. ""The
 codename of each military operation suggests something, in
 particular, its tasks. The Georgian operation was named ""Clear
 Field."" Its synonym is a ""burnt field,"" which is Tskhinvali today,""
 according to Nogovitsyn....","Aug. 12, 2008"
Georgia territorial integrity matter for Ossets and Abkhazians,"...MOSCOW, August 12 (Itar-Tass) - It is for the Ossets and
 Abkhazians to give the answer to the question of Georgia's
 territorial integrity, taking into account history and the events
 of the recent days, Russian President Dmitry Medvedev said at the
 joint press conference with French President Nicolas Sarkozy after
 the talks in the Kremlin. ... ""What is sovereignty? It is supremacy of the central authority.
 Does Russia recognize Georgia's sovereignty? It surely recognizes
 independence of the Georgian authorities from any other
 authorities,"" Medvedev said....","Aug. 12, 2008"
Georgia troops should be pulled out of Georgia - SOssetia conflict zone,"...MOSCOW, August 12 (Itar-Tass) - It is necessary to withdraw
 immediately Georgian troops from the zone of the Georgian-Ukrainian
 conflict and to sign an agreement on non-use of force between
 Tbilisi and Tskhinvali, said Russian Foreign Minister Sergei Lavrov
 in a phone talk with speaker of the Ukrainian parliament Arseny
 Yatsenyuk. The talk was held at the initiative of the Ukrainian
 side, reported the Russian Foreign Ministry. ... The sides held a frank exchange of opinions on the situation in
 South Ossetia....","Aug. 12, 2008"
"Georgia turning into risky region for oil, gas transits","...MOSCOW, August 12 (Itar-Tass) - Break-up of energy resource
 transits via Georgia's territory may become a tangible consequence
 of the armed conflict that the Georgian government unleashed in the
 unrecognized republic of South Ossetia. ... The problem is that Georgia turns into a risky area. ... The hostilities on Georgian territory have a potential for
 depriving the world market of the 1.6 million barrels of crude oil
 and natural gas a day, which stands at around $ 170 million in
 monetary terms, the Moscow-based Vedomosti says quoting the Troika
 Dialog investment company....","Aug. 12, 2008"
"Georgia, USA rehearsed scenario of SOssetia attack - General","...MOSCOW, August 12 (Itar-Tass) - The Georgian police staying in
 the Kodori Gorge should return to their status, deputy chief of the
 Russian General Staff Anatoly Nogovitsyn said. ... ""First, they should be disarmed; these police have heavy
 equipment and armaments like the military's"" he said. ... The scenario of the invasion into South Ossetia by Georgian
 forces was drilled during joint Georgian-U.S. exercises, according
 to the General. ... Russia will be withdrawing its reinforced group of troops from
 South Ossetia as the situation stabilizes, Nogovitsyn said....","Aug. 12, 2008"
Georgian forces pullout from S Ossetia absolutely mandatory - Lavrov,"...MOSCOW, August 12 (Itar-Tass) - Russia insists that Georgia must
 withdraw its armed units from the unrecognized republic of South
 Ossetia, as well as from the parts of the country where gunfire at
 South Ossetia can be delivered from, Russian Foreign Minister
 Sergei Lavrov said Tuesday. ... ""If the Georgian side doesn't accept the six principles /for
 peace settlement in South Ossetia endorsed by Russian President
 Dmitry Medvedev and French President Nicolas Sarkozy at the talks
 in Moscow Tuesday - Itar-Tass/, we'll be forced then to take other
 measures so as to prevent a repetition of the disgusting situation
 that emerged after Georgia's aggression,"" Lavrov said....","Aug. 12, 2008"
Georgian govt confirms withdrawal of its troops from Kodori Gorge,"...LONDON, August 12 (Itar-Tass) - A spokesman for the Georgian
 government has officially confirmed the withdrawal of Georgian
 armed units from the upper part of the Kodori Gorge, the only
 section of the unrecognized republic of Abkhazia that remained
 under the control of the central government in Tbilisi after the
 war of 1992 and 1993. ... The troops were pulled out of the gorge in the aftermath of an
 Abkhazian operation to squeeze them out of there. ... Reuters received the confirmation from Shota Utiashvili, the
 chief of the Georgian Interior Ministry's department for
 information and analysis....","Aug. 12, 2008"
Georgian president struggling for his political survival - ministry,"...MOSCOW, August 12 (Itar-Tass) - By taking a decision on
 Georgia's withdrawal from the Commonwealth of Independent States,
 Georgian President Mikhail Saakashvili showed that he is struggling
 for his political survival, in the first place, an official
 spokesman for the Russian Foreign Ministry said Tuesday. ... ""Sadly, Saakashvili has a deficit of ability to figure out the
 consequences of his own actions for the Georgian people,"" said
 Andrei Nesterenko, the spokesman. ... ""It is obvious that the Georgian President is struggling for his
 political survival, above all,"" he said....","Aug. 12, 2008"
Georgian report on blasts on Baku - Tbilisi-Ceyhan pipeline denied,"...BAKU, August 12 (Itar-Tass) - The BP-Azerbaijan Company,
 operator of the Azerbaijani and Georgian sections of the
 Baku-Tbilisi-Ceyhan oil pipeline, refuted a report by the Rustavi-2
 TV Company on three blasts on the pipeline in the Georgian
 territory on Tuesday. ... ""This report is groundless,"" the operator's spokeswoman Tamam
 Bayatly told Itar-Tass. ... ""We are always in contact with our facilities in the Georgian
 territory, and they are now safe and sound,"" the company
 spokeswoman noted....","Aug. 12, 2008"
Georgian secret services seek to recruit Russia servicemen - FSB,"...MOSCOW, August 12 (Itar-Tass) - Russia's Federal Security
 Service has noted increased intelligence activities by Georgian
 secret services in the territory of the Russian Federation. ... ""With coordinated actions, the FSB exposed and intercepted
 intelligence activity in Russia of a number of personnel and agents
 of Georgian secret services who were gathering military-political
 information, in particular, they were trying to obtain information
 about military and strategic facilities in the Southern Federal
 District,"" the FSB's public relations department told Itar-Tass on
 Tuesday....","Aug. 12, 2008"
Georgian secret services step up activities - FSB,"...MOSCOW, August 12 (Itar-Tass) - Russia's Federal Security
 Service has noted increased intelligence activities by Georgian
 secret services in the territory of the Russian Federation. ... ""With coordinated actions, the FSB exposed and intercepted
 intelligence activity in Russia of a number of personnel and agents
 of Georgian secret services who were gathering military-political
 information, in particular, they were trying to obtain information
 about military and strategic facilities in the southern federal
 district,"" the FSB's public relations department told Itar-Tass on
 Tuesday....","Aug. 12, 2008"
Kamchatka MPs offer cash assistance to South Ossetia,"...PETROPAVLOVSK-KAMCHATSKY, August 12 (Itar-Tass) -
 Parliamentarians of Russia's Kamchatka region have made a decision
 to transfer salaries for three days as aid for residents of South
 Ossetia, who have suffered as a result of a military aggression
 against the breakaway republic, spokesman of the Kamchatka
 legislative assembly Boris Nevzorov said on Tuesday. ... ""For all Kamchatka residents, as well as for all Russian
 nationals, a treacherous attack of Georgia against the peaceful
 population, arouses anxiety and fear,"" Nevzorov said....","Aug. 12, 2008"
Kiev complaints Black Sea Fleet peacekeeper support unreasonable,"...MOSCOW, August 12 (Itar-Tass) - Moscow believes Kiev's
 complaints against the Black Sea Fleet's participation in the
 operation to support the peacekeeping efforts in South Ossetia are
 unreasonable. This was noted at the meeting between Grigory
 Karasin, the state secretary and deputy foreign minister of the
 Russian Federation, and Ukraine's ambassador to Moscow Konstantin
 Grishchenko. ... ""There was an open exchange of opinions on the situation in
 South Ossetia,"" the Russian Foreign Ministry stated after the
 diplomats' conversation....","Aug. 12, 2008"
"Kiev must develop relations with Russia, despite Georgia situation","...KIEV, August 12 (Itar-Tass) - Ukraine should ""develop and
 strengthen its relations with Russia, despite the situation in
 Georgia, special representative of the Ukrainian president, Deputy
 Foreign Minister Konstantin Yeliseyev told a news briefing on
 Tuesday. ... ""We'd like to keep national security of our state intact and
 avoid involvement in any military confrontation. It's our key
 position,"" Yeliseyev noted....","Aug. 12, 2008"
Kodori Gorge operation going without losses for Abkhazia - FM,"...SUKHUMI, August 12 (Itar-Tass) - The operation in the Kodori
 Gorge is ""going without losses"" for the Abkhazian side, there are
 no major losses for the Georgian side as well, Foreign Minister of
 the unrecognised republic Sergei Shamba said on Radio Echo of
 Moscow. ""We don't see major losses of the enemy,"" he said. ""The
 operation had been from the very start planned so that to reduce
 casualties to the minimum,"" according to the Abkhazian foreign
 minister. ... The goal of the operation is ""squeeze out, not destroy"" Georgian
 troops, the official said....","Aug. 12, 2008"
Lavrov advises US its protege Saakashvili should go,"...MOSCOW, August 12 (Itar-Tass) - Russian Foreign Minister Sergei
 Lavrov criticized US State Secretary Condoleezza Rice on Tuesday
 for misinforming the White House and European colleagues on the
 Russian position regarding Georgian President Mikhail
 Saakashvili. ... ""I told Dr. Rice for personal information of the US leadership
 that we believe Mr. Saakashvili can no longer be our partner and it
 would be better for him to go,"" Lavrov said. ... The minister was indignant that Rice immediately made his words
 public and interpreted them as Russian intention to topple
 Saakashvili....","Aug. 12, 2008"
"Lithuania, Poland, Ukraine presidents to arrive in Georgia","...VILNIUS, August 12 (Itar-Tass) - Lithuanian President Valdas
 Adamkus plans to arrive in Tbilisi on Tuesday, the press service of
 the Lithuanian leader has confirmed. ... The presidents of Poland and Ukraine, as well as the prime
 ministers of Latvia and Estonia are expected to arrive in Tbilisi
 on the same day ""to express support for Georgia, its people and
 President Saakashvili,"" a report of the press service said....","Aug. 12, 2008"
Lt - Gen Vladimir Shamanov to lead Russian troops in Abkhazia,"...MOSCOW, August 12 (Itar-Tass) - Lt-Gen Vladimir Shamanov ""has
 taken command of the Russian troops in Abkhazia,"" a military
 official in Sukhumi told Itar-Tass. ... Earlier, Russia deployed up to 9,000 troops and 300 units of
 equipment to support the Russian peacekeepers in Abkhazia. ... General Shamanov is a battlefield General, and Hero of Russia.
 During the first Chechen campaign he commanded a paratroopers
 division, and during the second he led a group of troops of the
 Russian Defense Ministry....","Aug. 12, 2008"
Medvedev decides to end fighting in Georgia as aim achieved,"...MOSCOW, August 12 (Itar-Tass) - Russian President Dmitry
 Medvedev said on Tuesday he decided to end the military operation
 ""to compel Georgia to peace"", as the result has been achieved. ... ""On the basis of your report I have decided to end the operation
 to compel Georgian authorities to peace. The aim has been
 achieved,"" he said at a meeting with Defense Minister Anatoly
 Serdyukov and Chief-of-Staff of the Armed Forces Nikolai
 Makarov. ... However, he ordered the Russian military to ""eliminate the
 aggressor"" in case Georgian forces resume hostilities....","Aug. 12, 2008"
Medvedev holds Sarkozy acted right to come to Moscow,"...MOSCOW, August 12 (Itar-Tass) - Russian President Dmitry
 Medvedev holds that his French counterpart Nicolas Sarkozy has done
 the right thing to come to Moscow. ... ""I ignored the opinion of those who were saying that I should
 not go here,"" Sarkozy said at the meeting with Medvedev. He
 believes ""it is very difficult to settle a crisis without
 conducting talks with all the sides."" ... ""You did the right thing. When we talked by phone yesterday, I
 have already said that only the one who takes an active stand
 achieves success,"" the Russian president said, praising his
 colleague's judgement....","Aug. 12, 2008"
Medvedev orders to end fighting in Georgia as result achieved,"...MOSCOW, August 12 (Itar-Tass) - Russian President Dmitry
 Medvedev said on Tuesday he decided to end the military operation
 ""to compel Georgia to peace"", as the result has been achieved. ... ""I have decided to end the operation to compel Georgian
 authorities to peace. The aim has been achieved,"" he said at a
 meeting with Defense Minister Anatoly Serdyukov and Chief-of-Staff
 of the Armed Forces Nikolai Makarov. ... However, he ordered the Russian military to ""eliminate the
 aggressor"" in case Georgian forces resume hostilities....","Aug. 12, 2008"
Medvedev raises two conditions for peace in Georgia,"...MOSCOW, August 12 (Itar-Tass) - President Dmitry Medvedev
 pointed to two conditions, necessary for a final settlement of the
 situation in South Ossetia. ""We can discuss a final settlement
 provided two conditions are observed,"" he suggested at the meeting
 with French President Nicolas Sarkozy. ... ""First, a return of all Georgian troops to their initial
 positions and partial demilitarisation of these military
 formations. Second, the signing of a legally binding document on
 non-use of force,"" Medvedev enumerated....","Aug. 12, 2008"
Medvedev receives Sarkozy in Kremlin for talks on SOssetia,"...MOSCOW, August 12 (Itar-Tass) - Russian President Dmitry
 Medvedev met in the Kremlin on Tuesday his French counterpart
 Nicolas Sarkozy. The French president, chairing at the European
 Union now, tried to bring his position on settling the situation in
 South Ossetia. ... Medvedev announced literally an hour before Sarkozy's arrival
 that he had taken a decision ""to complete the operation on forcing
 the Georgian authorities to peace"". ""The aim has been reached,""
 Medvedev said at a working meeting in the Kremlin with Defence
 Minister Anatoly Serdyukov and chief of the General Staff Nikolai
 Makarov....","Aug. 12, 2008"
Medvedev tells British premier about S Ossetia settlement principles,"...MOSCOW, August 12 (Itar-Tass) - Russia's President Dmitry
 Medvedev has informed British Prime Minister Gordon Brown about the
 six principles of peace settlement of the crisis around the
 unrecognized republic of South Ossetia that were worked out earlier
 in the day at Moscow talks with French President Nicolas
 Sarkozy. ... The Kremlin press service said the telephone conversation was
 held at Brown's request. ... ""President Medvedev informed the Prime Minister about the
 principles he had worked out together with Nicolas Sarkozy who had
 specially come to Moscow,"" an official at the press service
 said....","Aug. 12, 2008"
Medvedev tells Solana operation to coerce Georgia to peace over,"...MOSCOW, August 12 (Itar-Tass) - Dmitry Medvedev on Tuesday
 informed Javier Solana, the European Union's High Representative
 for the Common Foreign and Security Policy, that the operation for
 coercion of the Georgian side to peace had been completed. ... The Kremlin press service reports, ""In accordance with the
 earlier arrangement, a telephone conversation was held at 13.25
 Moscow time between the Russian president and Secretary-General of
 the EU Council, High Representative for the Common Foreign and
 Security Policy Javier Solana....","Aug. 12, 2008"
"Medvedev, Sarkozy adopt six principles of peace settlement","...MOSCOW, August 12 (Itar-Tass) - Russian President Dmitry
 Medvedev and French President Nicolas Sarkozy have endorsed the six
 principles for settling the dramatic armed conflict in the
 unrecognized republic of South Ossetia. ... Medvedev read out a joint document on the principles upon the
 end of four-hours-long talks in the Kremlin. ... It says: ""President of the Russian Federation, Dmitry Medvedev,
 and President of the French Republic, Nicolas Sarkozy support the
 following principles for the settling of conflicts and urge other
 sides to undersign them....","Aug. 12, 2008"
Militant engaged in recruiting young people detained in Grozny,"...GROZNY, August 12 (Itar-Tass) - A militant engaged in recruiting
 young people to the ranks of illegal armed groups was detained in
 Grozny. ... As head of the press service of the Chechen Interior Ministry
 Magomed Deniyev told ITAR-TASS on Tuesday, the active participant
 in illegal armed groups was detained in his own house. The detainee
 confessed that he had participated in illegal armed groups, as well
 as said that he, on the instruction of the leader of his gang, had
 been inclining youth to join the ranks of illegal armed groups
 since July of the current year....","Aug. 12, 2008"
Moderate quake registered off Russian Kamchatka,"...PETROPAVLOVSK-KAMCHATSKY, August 12 (Itar-Tass) - An earthquake
 registering 5.1 on the Richter scale was registered off the eastern
 coast of Russia's Kamchatka overnight to Tuesday, the Far Eastern
 regional centre of the Russian Ministry for Emergency Situations
 has reported. ... No casualties, destruction or tsunami threat were reported
 following the quake, it said. The epicentre of the quake was 356.6
 kilometres east of regional centre Petropavlovsk-Kamchatsky. The
 quake was not felt in the Kamchatka region....","Aug. 12, 2008"
Moscow opposed to Georgian peacekeepers staying SOssetia,"...MOSCOW, August 12 (Itar-Tass) - Russia is opposed to Georgian
 peacekeepers staying in South Ossetia in the future, Russian
 Foreign Minister Sergei Lavrov stated on Tuesday. ... ""Georgian peacekeepers can no longer stay in South Ossetia. They
 disgraced their title. They committed a crime by shooting at their
 comrades with whom they had served in the same peacekeeping
 contingent,"" Lavrov told a news conference after talks with his
 Finnish counterpart Alexander Stubb. ... ""How can it be discussed, how can one even allow the possibility
 that the Georgian military, in some capacity, can again remain in
 South Ossetia....","Aug. 12, 2008"
NATO Council meeting with Georgia participation opens in Brussels,"...BRUSSELS, August 12 (Itar-Tass) - A meeting of the NATO Council
 with Georgia's participation has opened in Brussels. Taking part in
 the meeting in addition to the ambassadors of 26 countries of the
 alliance are Georgian Foreign Minister Eka Tkeshelashvili and
 Deputy Interior Minister Eka Zguladze. Despite NATO statement that
 the meeting will not be open to the press, the Georgian ministers
 are accompanied by a large number of reporters....","Aug. 12, 2008"
NATO Sec - Gen avoids assessing Georgia aggression,"...BRUSSELS, August 12 (Itar-Tass) - The NATO Secretary-General
 refused to give an assessment of Georgia's aggression against South
 Ossetia. Asked by Itar-Tass about the lack of the NATO Council's
 response to Georgia's massive military attack on South Ossetia,
 Jaap de Hoop Scheffer sidestepped a direct answer, expressing the
 view that Russia acted with the use of excessive force, exceeding
 the peacekeepers' mandate....","Aug. 12, 2008"
"NATO decision to embrace Ukraine, Georgia over time remains in effect","...BRUSSELS, August 12 (Itar-Tass) - Decisions taken at NATO's
 summit conference in Bucharest this April regarding the prospective
 membership of Ukraine and NATO remain in effect, Jaap de Hoop
 Scheffer, the Secretary General of the North-Atlantic bloc said
 Tuesday. ... He also said the situation in South Ossetia, which has been
 victimized by Georgian aggression, will not affect the prospects
 for Ukraine's getting the Membership Action Plan, a document that
 will open the doors to the pact for it....","Aug. 12, 2008"
NATO says Pres Medvedev's decision to halt operation in Georgia good news,"...BRUSSELS, August 12 (Itar-Tass) - NATO's Secretary General Jaap
 de Hoop Scheffer hailed a statement by Russian President Dmitry
 Medvedev on the completion of a military operation in Georgia as
 ""good news."" ... He said NATO headquarters has not received official confirmation
 of this but it will be good news in any event. ... De Hoop Scheffer said, however, it will not be enough to merely
 observe the promise, as all the parties to conflict must return to
 the initial positions they occupied August 6, before the start of
 the conflict....","Aug. 12, 2008"
Night passes in Georgia relatively calmly - Public TV,"...TBILISI, August 12 (Itar-Tass) - It was ""relatively calm"" in
 Georgia on the night to Tuesday, the Georgian Public television
 reported on Tuesday. It said that according to preliminary
 information, ""no incidents were registered in Georgia
 overnight.""...","Aug. 12, 2008"
"Night was calm in Tskhinvali, no shelling - official","...MOSCOW, August 12 (Itar-Tass) - The South Ossetian capital
 Tskhinvali had a calm night for the first time over the past
 several days. Colonel Igor Konashenkov, an aide to the
 commander-in-chief of the Russian Ground Troops, told Itar-Tass on
 Tuesday that the ""night passed calmly, there was no shooting at
 all."" ... More than ten Russian peacekeepers have died and about 30 others
 have been wounded in the latest developments in Tskhinvali,
 Konashenkov said earlier. ... ""Gunfire delivered by Georgian forces at the positions of
 Russian peacekeepers has claimed more than ten lives and about
 thirty servicemen have been wounded,"" he said....","Aug. 12, 2008"
No Georgian ministers at NATO Council meeting,"...BRUSSELS, August 12 (Itar-Tass) - Georgia's mission at NATO has
 denied a report about Georgian ministers' participation in the NATO
 Council meeting on South Ossetia that opened on Tuesday. Itar-Tass
 learned this from a representative of the Georgian mission at NATO
 on Tuesday. He said the Georgian foreign minister and deputy
 interior minister had been unable to fly from Tbilisi. Georgia will
 be represented at NATO by ambassador....","Aug. 12, 2008"
No Russian peacekeepers in Georgian Poti - military,"...MOSCOW, August 12 (Itar-Tass) - Neither Russian peacekeepers nor
 attached to them units have entered the Georgian port city of Poti,
 a representative of the Russian Defence Ministry said on
 Tuesday. ... ""Such a task has never been assigned,"" the military said.
 According to him, ""a reconnaissance group was briefly outside Poti,
 and has already left the area"". He specified that the group went as
 far as a bridge near Poti, but never entered the city as such a
 task had not been assigned to it....","Aug. 12, 2008"
